job_id,battery,scenario_id,family,n,p,method,data_seed,split_seed,method_seed,split_replicate,signal_profile,effect_profile,group_structure,within_rho,cross_rho,reuse_from_battery,run_this
F_gaussian_correlation_robustness_F_gaussian_correlation_r0.95_n10000_groupWQS_3500_NA,F_gaussian_correlation_robustness,F_gaussian_correlation_r0.95_n10000,gaussian,10000,13,groupWQS,3500,103500,3003500,,sparse_correlation,sparse_correlation,legacy13_correlation,0.95,0,,TRUE
F_gaussian_correlation_robustness_F_gaussian_correlation_r0.95_n10000_qgcomp_3500_NA,F_gaussian_correlation_robustness,F_gaussian_correlation_r0.95_n10000,gaussian,10000,13,qgcomp,3500,103500,4003500,,sparse_correlation,sparse_correlation,legacy13_correlation,0.95,0,,TRUE
F_gaussian_correlation_robustness_F_gaussian_correlation_r0.95_n10000_SGL-WQS_3777_NA,F_gaussian_correlation_robustness,F_gaussian_correlation_r0.95_n10000,gaussian,10000,13,SGL-WQS,3777,103777,1003777,,sparse_correlation,sparse_correlation,legacy13_correlation,0.95,0,,TRUE
F_gaussian_correlation_robustness_F_gaussian_correlation_r0.95_n10000_gWQS_3777_NA,F_gaussian_correlation_robustness,F_gaussian_correlation_r0.95_n10000,gaussian,10000,13,gWQS,3777,103777,2003777,,sparse_correlation,sparse_correlation,legacy13_correlation,0.95,0,,TRUE
F_gaussian_correlation_robustness_F_gaussian_correlation_r0.95_n10000_groupWQS_3777_NA,F_gaussian_correlation_robustness,F_gaussian_correlation_r0.95_n10000,gaussian,10000,13,groupWQS,3777,103777,3003777,,sparse_correlation,sparse_correlation,legacy13_correlation,0.95,0,,TRUE
F_gaussian_correlation_robustness_F_gaussian_correlation_r0.95_n10000_qgcomp_3777_NA,F_gaussian_correlation_robustness,F_gaussian_correlation_r0.95_n10000,gaussian,10000,13,qgcomp,3777,103777,4003777,,sparse_correlation,sparse_correlation,legacy13_correlation,0.95,0,,TRUE
G_gaussian_active_component_G_gaussian_single_active_component_n10000_SGL-WQS_42_NA,G_gaussian_active_component,G_gaussian_single_active_component_n10000,gaussian,10000,13,SGL-WQS,42,100042,1000042,,single_active_component,single_active_component,legacy13_active_component,0.7,0,,TRUE
G_gaussian_active_component_G_gaussian_single_active_component_n10000_gWQS_42_NA,G_gaussian_active_component,G_gaussian_single_active_component_n10000,gaussian,10000,13,gWQS,42,100042,2000042,,single_active_component,single_active_component,legacy13_active_component,0.7,0,,TRUE
G_gaussian_active_component_G_gaussian_single_active_component_n10000_groupWQS_42_NA,G_gaussian_active_component,G_gaussian_single_active_component_n10000,gaussian,10000,13,groupWQS,42,100042,3000042,,single_active_component,single_active_component,legacy13_active_component,0.7,0,,TRUE
G_gaussian_active_component_G_gaussian_single_active_component_n10000_qgcomp_42_NA,G_gaussian_active_component,G_gaussian_single_active_component_n10000,gaussian,10000,13,qgcomp,42,100042,4000042,,single_active_component,single_active_component,legacy13_active_component,0.7,0,,TRUE
G_gaussian_active_component_G_gaussian_single_active_component_n10000_SGL-WQS_71_NA,G_gaussian_active_component,G_gaussian_single_active_component_n10000,gaussian,10000,13,SGL-WQS,71,100071,1000071,,single_active_component,single_active_component,legacy13_active_component,0.7,0,,TRUE
G_gaussian_active_component_G_gaussian_single_active_component_n10000_gWQS_71_NA,G_gaussian_active_component,G_gaussian_single_active_component_n10000,gaussian,10000,13,gWQS,71,100071,2000071,,single_active_component,single_active_component,legacy13_active_component,0.7,0,,TRUE
G_gaussian_active_component_G_gaussian_single_active_component_n10000_groupWQS_71_NA,G_gaussian_active_component,G_gaussian_single_active_component_n10000,gaussian,10000,13,groupWQS,71,100071,3000071,,single_active_component,single_active_component,legacy13_active_component,0.7,0,,TRUE
G_gaussian_active_component_G_gaussian_single_active_component_n10000_qgcomp_71_NA,G_gaussian_active_component,G_gaussian_single_active_component_n10000,gaussian,10000,13,qgcomp,71,100071,4000071,,single_active_component,single_active_component,legacy13_active_component,0.7,0,,TRUE
G_gaussian_active_component_G_gaussian_single_active_component_n10000_SGL-WQS_123_NA,G_gaussian_active_component,G_gaussian_single_active_component_n10000,gaussian,10000,13,SGL-WQS,123,100123,1000123,,single_active_component,single_active_component,legacy13_active_component,0.7,0,,TRUE
G_gaussian_active_component_G_gaussian_single_active_component_n10000_gWQS_123_NA,G_gaussian_active_component,G_gaussian_single_active_component_n10000,gaussian,10000,13,gWQS,123,100123,2000123,,single_active_component,single_active_component,legacy13_active_component,0.7,0,,TRUE
G_gaussian_active_component_G_gaussian_single_active_component_n10000_groupWQS_123_NA,G_gaussian_active_component,G_gaussian_single_active_component_n10000,gaussian,10000,13,groupWQS,123,100123,3000123,,single_active_component,single_active_component,legacy13_active_component,0.7,0,,TRUE
G_gaussian_active_component_G_gaussian_single_active_component_n10000_qgcomp_123_NA,G_gaussian_active_component,G_gaussian_single_active_component_n10000,gaussian,10000,13,qgcomp,123,100123,4000123,,single_active_component,single_active_component,legacy13_active_component,0.7,0,,TRUE
G_gaussian_active_component_G_gaussian_single_active_component_n10000_SGL-WQS_256_NA,G_gaussian_active_component,G_gaussian_single_active_component_n10000,gaussian,10000,13,SGL-WQS,256,100256,1000256,,single_active_component,single_active_component,legacy13_active_component,0.7,0,,TRUE
G_gaussian_active_component_G_gaussian_single_active_component_n10000_gWQS_256_NA,G_gaussian_active_component,G_gaussian_single_active_component_n10000,gaussian,10000,13,gWQS,256,100256,2000256,,single_active_component,single_active_component,legacy13_active_component,0.7,0,,TRUE
G_gaussian_active_component_G_gaussian_single_active_component_n10000_groupWQS_256_NA,G_gaussian_active_component,G_gaussian_single_active_component_n10000,gaussian,10000,13,groupWQS,256,100256,3000256,,single_active_component,single_active_component,legacy13_active_component,0.7,0,,TRUE
G_gaussian_active_component_G_gaussian_single_active_component_n10000_qgcomp_256_NA,G_gaussian_active_component,G_gaussian_single_active_component_n10000,gaussian,10000,13,qgcomp,256,100256,4000256,,single_active_component,single_active_component,legacy13_active_component,0.7,0,,TRUE
G_gaussian_active_component_G_gaussian_single_active_component_n10000_SGL-WQS_314_NA,G_gaussian_active_component,G_gaussian_single_active_component_n10000,gaussian,10000,13,SGL-WQS,314,100314,1000314,,single_active_component,single_active_component,legacy13_active_component,0.7,0,,TRUE
G_gaussian_active_component_G_gaussian_single_active_component_n10000_gWQS_314_NA,G_gaussian_active_component,G_gaussian_single_active_component_n10000,gaussian,10000,13,gWQS,314,100314,2000314,,single_active_component,single_active_component,legacy13_active_component,0.7,0,,TRUE
G_gaussian_active_component_G_gaussian_single_active_component_n10000_groupWQS_314_NA,G_gaussian_active_component,G_gaussian_single_active_component_n10000,gaussian,10000,13,groupWQS,314,100314,3000314,,single_active_component,single_active_component,legacy13_active_component,0.7,0,,TRUE
G_gaussian_active_component_G_gaussian_single_active_component_n10000_qgcomp_314_NA,G_gaussian_active_component,G_gaussian_single_active_component_n10000,gaussian,10000,13,qgcomp,314,100314,4000314,,single_active_component,single_active_component,legacy13_active_component,0.7,0,,TRUE
G_gaussian_active_component_G_gaussian_single_active_component_n10000_SGL-WQS_500_NA,G_gaussian_active_component,G_gaussian_single_active_component_n10000,gaussian,10000,13,SGL-WQS,500,100500,1000500,,single_active_component,single_active_component,legacy13_active_component,0.7,0,,TRUE
G_gaussian_active_component_G_gaussian_single_active_component_n10000_gWQS_500_NA,G_gaussian_active_component,G_gaussian_single_active_component_n10000,gaussian,10000,13,gWQS,500,100500,2000500,,single_active_component,single_active_component,legacy13_active_component,0.7,0,,TRUE
G_gaussian_active_component_G_gaussian_single_active_component_n10000_groupWQS_500_NA,G_gaussian_active_component,G_gaussian_single_active_component_n10000,gaussian,10000,13,groupWQS,500,100500,3000500,,single_active_component,single_active_component,legacy13_active_component,0.7,0,,TRUE
G_gaussian_active_component_G_gaussian_single_active_component_n10000_qgcomp_500_NA,G_gaussian_active_component,G_gaussian_single_active_component_n10000,gaussian,10000,13,qgcomp,500,100500,4000500,,single_active_component,single_active_component,legacy13_active_component,0.7,0,,TRUE
G_gaussian_active_component_G_gaussian_single_active_component_n10000_SGL-WQS_617_NA,G_gaussian_active_component,G_gaussian_single_active_component_n10000,gaussian,10000,13,SGL-WQS,617,100617,1000617,,single_active_component,single_active_component,legacy13_active_component,0.7,0,,TRUE
G_gaussian_active_component_G_gaussian_single_active_component_n10000_gWQS_617_NA,G_gaussian_active_component,G_gaussian_single_active_component_n10000,gaussian,10000,13,gWQS,617,100617,2000617,,single_active_component,single_active_component,legacy13_active_component,0.7,0,,TRUE
G_gaussian_active_component_G_gaussian_single_active_component_n10000_groupWQS_617_NA,G_gaussian_active_component,G_gaussian_single_active_component_n10000,gaussian,10000,13,groupWQS,617,100617,3000617,,single_active_component,single_active_component,legacy13_active_component,0.7,0,,TRUE
G_gaussian_active_component_G_gaussian_single_active_component_n10000_qgcomp_617_NA,G_gaussian_active_component,G_gaussian_single_active_component_n10000,gaussian,10000,13,qgcomp,617,100617,4000617,,single_active_component,single_active_component,legacy13_active_component,0.7,0,,TRUE
G_gaussian_active_component_G_gaussian_single_active_component_n10000_SGL-WQS_789_NA,G_gaussian_active_component,G_gaussian_single_active_component_n10000,gaussian,10000,13,SGL-WQS,789,100789,1000789,,single_active_component,single_active_component,legacy13_active_component,0.7,0,,TRUE
G_gaussian_active_component_G_gaussian_single_active_component_n10000_gWQS_789_NA,G_gaussian_active_component,G_gaussian_single_active_component_n10000,gaussian,10000,13,gWQS,789,100789,2000789,,single_active_component,single_active_component,legacy13_active_component,0.7,0,,TRUE
G_gaussian_active_component_G_gaussian_single_active_component_n10000_groupWQS_789_NA,G_gaussian_active_component,G_gaussian_single_active_component_n10000,gaussian,10000,13,groupWQS,789,100789,3000789,,single_active_component,single_active_component,legacy13_active_component,0.7,0,,TRUE
G_gaussian_active_component_G_gaussian_single_active_component_n10000_qgcomp_789_NA,G_gaussian_active_component,G_gaussian_single_active_component_n10000,gaussian,10000,13,qgcomp,789,100789,4000789,,single_active_component,single_active_component,legacy13_active_component,0.7,0,,TRUE
G_gaussian_active_component_G_gaussian_single_active_component_n10000_SGL-WQS_888_NA,G_gaussian_active_component,G_gaussian_single_active_component_n10000,gaussian,10000,13,SGL-WQS,888,100888,1000888,,single_active_component,single_active_component,legacy13_active_component,0.7,0,,TRUE
G_gaussian_active_component_G_gaussian_single_active_component_n10000_gWQS_888_NA,G_gaussian_active_component,G_gaussian_single_active_component_n10000,gaussian,10000,13,gWQS,888,100888,2000888,,single_active_component,single_active_component,legacy13_active_component,0.7,0,,TRUE
G_gaussian_active_component_G_gaussian_single_active_component_n10000_groupWQS_888_NA,G_gaussian_active_component,G_gaussian_single_active_component_n10000,gaussian,10000,13,groupWQS,888,100888,3000888,,single_active_component,single_active_component,legacy13_active_component,0.7,0,,TRUE
G_gaussian_active_component_G_gaussian_single_active_component_n10000_qgcomp_888_NA,G_gaussian_active_component,G_gaussian_single_active_component_n10000,gaussian,10000,13,qgcomp,888,100888,4000888,,single_active_component,single_active_component,legacy13_active_component,0.7,0,,TRUE
G_gaussian_active_component_G_gaussian_single_active_component_n10000_SGL-WQS_999_NA,G_gaussian_active_component,G_gaussian_single_active_component_n10000,gaussian,10000,13,SGL-WQS,999,100999,1000999,,single_active_component,single_active_component,legacy13_active_component,0.7,0,,TRUE
G_gaussian_active_component_G_gaussian_single_active_component_n10000_gWQS_999_NA,G_gaussian_active_component,G_gaussian_single_active_component_n10000,gaussian,10000,13,gWQS,999,100999,2000999,,single_active_component,single_active_component,legacy13_active_component,0.7,0,,TRUE
G_gaussian_active_component_G_gaussian_single_active_component_n10000_groupWQS_999_NA,G_gaussian_active_component,G_gaussian_single_active_component_n10000,gaussian,10000,13,groupWQS,999,100999,3000999,,single_active_component,single_active_component,legacy13_active_component,0.7,0,,TRUE
G_gaussian_active_component_G_gaussian_single_active_component_n10000_qgcomp_999_NA,G_gaussian_active_component,G_gaussian_single_active_component_n10000,gaussian,10000,13,qgcomp,999,100999,4000999,,single_active_component,single_active_component,legacy13_active_component,0.7,0,,TRUE
G_gaussian_active_component_G_gaussian_single_active_component_n10000_SGL-WQS_1001_NA,G_gaussian_active_component,G_gaussian_single_active_component_n10000,gaussian,10000,13,SGL-WQS,1001,101001,1001001,,single_active_component,single_active_component,legacy13_active_component,0.7,0,,TRUE
G_gaussian_active_component_G_gaussian_single_active_component_n10000_gWQS_1001_NA,G_gaussian_active_component,G_gaussian_single_active_component_n10000,gaussian,10000,13,gWQS,1001,101001,2001001,,single_active_component,single_active_component,legacy13_active_component,0.7,0,,TRUE
G_gaussian_active_component_G_gaussian_single_active_component_n10000_groupWQS_1001_NA,G_gaussian_active_component,G_gaussian_single_active_component_n10000,gaussian,10000,13,groupWQS,1001,101001,3001001,,single_active_component,single_active_component,legacy13_active_component,0.7,0,,TRUE
G_gaussian_active_component_G_gaussian_single_active_component_n10000_qgcomp_1001_NA,G_gaussian_active_component,G_gaussian_single_active_component_n10000,gaussian,10000,13,qgcomp,1001,101001,4001001,,single_active_component,single_active_component,legacy13_active_component,0.7,0,,TRUE
G_gaussian_active_component_G_gaussian_single_active_component_n10000_SGL-WQS_1123_NA,G_gaussian_active_component,G_gaussian_single_active_component_n10000,gaussian,10000,13,SGL-WQS,1123,101123,1001123,,single_active_component,single_active_component,legacy13_active_component,0.7,0,,TRUE
G_gaussian_active_component_G_gaussian_single_active_component_n10000_gWQS_1123_NA,G_gaussian_active_component,G_gaussian_single_active_component_n10000,gaussian,10000,13,gWQS,1123,101123,2001123,,single_active_component,single_active_component,legacy13_active_component,0.7,0,,TRUE
G_gaussian_active_component_G_gaussian_single_active_component_n10000_groupWQS_1123_NA,G_gaussian_active_component,G_gaussian_single_active_component_n10000,gaussian,10000,13,groupWQS,1123,101123,3001123,,single_active_component,single_active_component,legacy13_active_component,0.7,0,,TRUE
G_gaussian_active_component_G_gaussian_single_active_component_n10000_qgcomp_1123_NA,G_gaussian_active_component,G_gaussian_single_active_component_n10000,gaussian,10000,13,qgcomp,1123,101123,4001123,,single_active_component,single_active_component,legacy13_active_component,0.7,0,,TRUE
G_gaussian_active_component_G_gaussian_single_active_component_n10000_SGL-WQS_1234_NA,G_gaussian_active_component,G_gaussian_single_active_component_n10000,gaussian,10000,13,SGL-WQS,1234,101234,1001234,,single_active_component,single_active_component,legacy13_active_component,0.7,0,,TRUE
G_gaussian_active_component_G_gaussian_single_active_component_n10000_gWQS_1234_NA,G_gaussian_active_component,G_gaussian_single_active_component_n10000,gaussian,10000,13,gWQS,1234,101234,2001234,,single_active_component,single_active_component,legacy13_active_component,0.7,0,,TRUE
G_gaussian_active_component_G_gaussian_single_active_component_n10000_groupWQS_1234_NA,G_gaussian_active_component,G_gaussian_single_active_component_n10000,gaussian,10000,13,groupWQS,1234,101234,3001234,,single_active_component,single_active_component,legacy13_active_component,0.7,0,,TRUE
G_gaussian_active_component_G_gaussian_single_active_component_n10000_qgcomp_1234_NA,G_gaussian_active_component,G_gaussian_single_active_component_n10000,gaussian,10000,13,qgcomp,1234,101234,4001234,,single_active_component,single_active_component,legacy13_active_component,0.7,0,,TRUE
G_gaussian_active_component_G_gaussian_single_active_component_n10000_SGL-WQS_1357_NA,G_gaussian_active_component,G_gaussian_single_active_component_n10000,gaussian,10000,13,SGL-WQS,1357,101357,1001357,,single_active_component,single_active_component,legacy13_active_component,0.7,0,,TRUE
G_gaussian_active_component_G_gaussian_single_active_component_n10000_gWQS_1357_NA,G_gaussian_active_component,G_gaussian_single_active_component_n10000,gaussian,10000,13,gWQS,1357,101357,2001357,,single_active_component,single_active_component,legacy13_active_component,0.7,0,,TRUE
G_gaussian_active_component_G_gaussian_single_active_component_n10000_groupWQS_1357_NA,G_gaussian_active_component,G_gaussian_single_active_component_n10000,gaussian,10000,13,groupWQS,1357,101357,3001357,,single_active_component,single_active_component,legacy13_active_component,0.7,0,,TRUE
G_gaussian_active_component_G_gaussian_single_active_component_n10000_qgcomp_1357_NA,G_gaussian_active_component,G_gaussian_single_active_component_n10000,gaussian,10000,13,qgcomp,1357,101357,4001357,,single_active_component,single_active_component,legacy13_active_component,0.7,0,,TRUE
G_gaussian_active_component_G_gaussian_single_active_component_n10000_SGL-WQS_1500_NA,G_gaussian_active_component,G_gaussian_single_active_component_n10000,gaussian,10000,13,SGL-WQS,1500,101500,1001500,,single_active_component,single_active_component,legacy13_active_component,0.7,0,,TRUE
G_gaussian_active_component_G_gaussian_single_active_component_n10000_gWQS_1500_NA,G_gaussian_active_component,G_gaussian_single_active_component_n10000,gaussian,10000,13,gWQS,1500,101500,2001500,,single_active_component,single_active_component,legacy13_active_component,0.7,0,,TRUE
G_gaussian_active_component_G_gaussian_single_active_component_n10000_groupWQS_1500_NA,G_gaussian_active_component,G_gaussian_single_active_component_n10000,gaussian,10000,13,groupWQS,1500,101500,3001500,,single_active_component,single_active_component,legacy13_active_component,0.7,0,,TRUE
G_gaussian_active_component_G_gaussian_single_active_component_n10000_qgcomp_1500_NA,G_gaussian_active_component,G_gaussian_single_active_component_n10000,gaussian,10000,13,qgcomp,1500,101500,4001500,,single_active_component,single_active_component,legacy13_active_component,0.7,0,,TRUE
G_gaussian_active_component_G_gaussian_single_active_component_n10000_SGL-WQS_1618_NA,G_gaussian_active_component,G_gaussian_single_active_component_n10000,gaussian,10000,13,SGL-WQS,1618,101618,1001618,,single_active_component,single_active_component,legacy13_active_component,0.7,0,,TRUE
G_gaussian_active_component_G_gaussian_single_active_component_n10000_gWQS_1618_NA,G_gaussian_active_component,G_gaussian_single_active_component_n10000,gaussian,10000,13,gWQS,1618,101618,2001618,,single_active_component,single_active_component,legacy13_active_component,0.7,0,,TRUE
G_gaussian_active_component_G_gaussian_single_active_component_n10000_groupWQS_1618_NA,G_gaussian_active_component,G_gaussian_single_active_component_n10000,gaussian,10000,13,groupWQS,1618,101618,3001618,,single_active_component,single_active_component,legacy13_active_component,0.7,0,,TRUE
G_gaussian_active_component_G_gaussian_single_active_component_n10000_qgcomp_1618_NA,G_gaussian_active_component,G_gaussian_single_active_component_n10000,gaussian,10000,13,qgcomp,1618,101618,4001618,,single_active_component,single_active_component,legacy13_active_component,0.7,0,,TRUE
G_gaussian_active_component_G_gaussian_single_active_component_n10000_SGL-WQS_1729_NA,G_gaussian_active_component,G_gaussian_single_active_component_n10000,gaussian,10000,13,SGL-WQS,1729,101729,1001729,,single_active_component,single_active_component,legacy13_active_component,0.7,0,,TRUE
G_gaussian_active_component_G_gaussian_single_active_component_n10000_gWQS_1729_NA,G_gaussian_active_component,G_gaussian_single_active_component_n10000,gaussian,10000,13,gWQS,1729,101729,2001729,,single_active_component,single_active_component,legacy13_active_component,0.7,0,,TRUE
G_gaussian_active_component_G_gaussian_single_active_component_n10000_groupWQS_1729_NA,G_gaussian_active_component,G_gaussian_single_active_component_n10000,gaussian,10000,13,groupWQS,1729,101729,3001729,,single_active_component,single_active_component,legacy13_active_component,0.7,0,,TRUE
G_gaussian_active_component_G_gaussian_single_active_component_n10000_qgcomp_1729_NA,G_gaussian_active_component,G_gaussian_single_active_component_n10000,gaussian,10000,13,qgcomp,1729,101729,4001729,,single_active_component,single_active_component,legacy13_active_component,0.7,0,,TRUE
G_gaussian_active_component_G_gaussian_single_active_component_n10000_SGL-WQS_1847_NA,G_gaussian_active_component,G_gaussian_single_active_component_n10000,gaussian,10000,13,SGL-WQS,1847,101847,1001847,,single_active_component,single_active_component,legacy13_active_component,0.7,0,,TRUE
G_gaussian_active_component_G_gaussian_single_active_component_n10000_gWQS_1847_NA,G_gaussian_active_component,G_gaussian_single_active_component_n10000,gaussian,10000,13,gWQS,1847,101847,2001847,,single_active_component,single_active_component,legacy13_active_component,0.7,0,,TRUE
G_gaussian_active_component_G_gaussian_single_active_component_n10000_groupWQS_1847_NA,G_gaussian_active_component,G_gaussian_single_active_component_n10000,gaussian,10000,13,groupWQS,1847,101847,3001847,,single_active_component,single_active_component,legacy13_active_component,0.7,0,,TRUE
G_gaussian_active_component_G_gaussian_single_active_component_n10000_qgcomp_1847_NA,G_gaussian_active_component,G_gaussian_single_active_component_n10000,gaussian,10000,13,qgcomp,1847,101847,4001847,,single_active_component,single_active_component,legacy13_active_component,0.7,0,,TRUE
G_gaussian_active_component_G_gaussian_single_active_component_n10000_SGL-WQS_1963_NA,G_gaussian_active_component,G_gaussian_single_active_component_n10000,gaussian,10000,13,SGL-WQS,1963,101963,1001963,,single_active_component,single_active_component,legacy13_active_component,0.7,0,,TRUE
G_gaussian_active_component_G_gaussian_single_active_component_n10000_gWQS_1963_NA,G_gaussian_active_component,G_gaussian_single_active_component_n10000,gaussian,10000,13,gWQS,1963,101963,2001963,,single_active_component,single_active_component,legacy13_active_component,0.7,0,,TRUE
G_gaussian_active_component_G_gaussian_single_active_component_n10000_groupWQS_1963_NA,G_gaussian_active_component,G_gaussian_single_active_component_n10000,gaussian,10000,13,groupWQS,1963,101963,3001963,,single_active_component,single_active_component,legacy13_active_component,0.7,0,,TRUE
G_gaussian_active_component_G_gaussian_single_active_component_n10000_qgcomp_1963_NA,G_gaussian_active_component,G_gaussian_single_active_component_n10000,gaussian,10000,13,qgcomp,1963,101963,4001963,,single_active_component,single_active_component,legacy13_active_component,0.7,0,,TRUE
G_gaussian_active_component_G_gaussian_single_active_component_n10000_SGL-WQS_2048_NA,G_gaussian_active_component,G_gaussian_single_active_component_n10000,gaussian,10000,13,SGL-WQS,2048,102048,1002048,,single_active_component,single_active_component,legacy13_active_component,0.7,0,,TRUE
G_gaussian_active_component_G_gaussian_single_active_component_n10000_gWQS_2048_NA,G_gaussian_active_component,G_gaussian_single_active_component_n10000,gaussian,10000,13,gWQS,2048,102048,2002048,,single_active_component,single_active_component,legacy13_active_component,0.7,0,,TRUE
G_gaussian_active_component_G_gaussian_single_active_component_n10000_groupWQS_2048_NA,G_gaussian_active_component,G_gaussian_single_active_component_n10000,gaussian,10000,13,groupWQS,2048,102048,3002048,,single_active_component,single_active_component,legacy13_active_component,0.7,0,,TRUE
G_gaussian_active_component_G_gaussian_single_active_component_n10000_qgcomp_2048_NA,G_gaussian_active_component,G_gaussian_single_active_component_n10000,gaussian,10000,13,qgcomp,2048,102048,4002048,,single_active_component,single_active_component,legacy13_active_component,0.7,0,,TRUE
G_gaussian_active_component_G_gaussian_single_active_component_n10000_SGL-WQS_2222_NA,G_gaussian_active_component,G_gaussian_single_active_component_n10000,gaussian,10000,13,SGL-WQS,2222,102222,1002222,,single_active_component,single_active_component,legacy13_active_component,0.7,0,,TRUE
G_gaussian_active_component_G_gaussian_single_active_component_n10000_gWQS_2222_NA,G_gaussian_active_component,G_gaussian_single_active_component_n10000,gaussian,10000,13,gWQS,2222,102222,2002222,,single_active_component,single_active_component,legacy13_active_component,0.7,0,,TRUE
G_gaussian_active_component_G_gaussian_single_active_component_n10000_groupWQS_2222_NA,G_gaussian_active_component,G_gaussian_single_active_component_n10000,gaussian,10000,13,groupWQS,2222,102222,3002222,,single_active_component,single_active_component,legacy13_active_component,0.7,0,,TRUE
G_gaussian_active_component_G_gaussian_single_active_component_n10000_qgcomp_2222_NA,G_gaussian_active_component,G_gaussian_single_active_component_n10000,gaussian,10000,13,qgcomp,2222,102222,4002222,,single_active_component,single_active_component,legacy13_active_component,0.7,0,,TRUE
G_gaussian_active_component_G_gaussian_single_active_component_n10000_SGL-WQS_2345_NA,G_gaussian_active_component,G_gaussian_single_active_component_n10000,gaussian,10000,13,SGL-WQS,2345,102345,1002345,,single_active_component,single_active_component,legacy13_active_component,0.7,0,,TRUE
G_gaussian_active_component_G_gaussian_single_active_component_n10000_gWQS_2345_NA,G_gaussian_active_component,G_gaussian_single_active_component_n10000,gaussian,10000,13,gWQS,2345,102345,2002345,,single_active_component,single_active_component,legacy13_active_component,0.7,0,,TRUE
G_gaussian_active_component_G_gaussian_single_active_component_n10000_groupWQS_2345_NA,G_gaussian_active_component,G_gaussian_single_active_component_n10000,gaussian,10000,13,groupWQS,2345,102345,3002345,,single_active_component,single_active_component,legacy13_active_component,0.7,0,,TRUE
G_gaussian_active_component_G_gaussian_single_active_component_n10000_qgcomp_2345_NA,G_gaussian_active_component,G_gaussian_single_active_component_n10000,gaussian,10000,13,qgcomp,2345,102345,4002345,,single_active_component,single_active_component,legacy13_active_component,0.7,0,,TRUE
G_gaussian_active_component_G_gaussian_single_active_component_n10000_SGL-WQS_2500_NA,G_gaussian_active_component,G_gaussian_single_active_component_n10000,gaussian,10000,13,SGL-WQS,2500,102500,1002500,,single_active_component,single_active_component,legacy13_active_component,0.7,0,,TRUE
G_gaussian_active_component_G_gaussian_single_active_component_n10000_gWQS_2500_NA,G_gaussian_active_component,G_gaussian_single_active_component_n10000,gaussian,10000,13,gWQS,2500,102500,2002500,,single_active_component,single_active_component,legacy13_active_component,0.7,0,,TRUE
G_gaussian_active_component_G_gaussian_single_active_component_n10000_groupWQS_2500_NA,G_gaussian_active_component,G_gaussian_single_active_component_n10000,gaussian,10000,13,groupWQS,2500,102500,3002500,,single_active_component,single_active_component,legacy13_active_component,0.7,0,,TRUE
G_gaussian_active_component_G_gaussian_single_active_component_n10000_qgcomp_2500_NA,G_gaussian_active_component,G_gaussian_single_active_component_n10000,gaussian,10000,13,qgcomp,2500,102500,4002500,,single_active_component,single_active_component,legacy13_active_component,0.7,0,,TRUE
G_gaussian_active_component_G_gaussian_single_active_component_n10000_SGL-WQS_2718_NA,G_gaussian_active_component,G_gaussian_single_active_component_n10000,gaussian,10000,13,SGL-WQS,2718,102718,1002718,,single_active_component,single_active_component,legacy13_active_component,0.7,0,,TRUE
G_gaussian_active_component_G_gaussian_single_active_component_n10000_gWQS_2718_NA,G_gaussian_active_component,G_gaussian_single_active_component_n10000,gaussian,10000,13,gWQS,2718,102718,2002718,,single_active_component,single_active_component,legacy13_active_component,0.7,0,,TRUE
G_gaussian_active_component_G_gaussian_single_active_component_n10000_groupWQS_2718_NA,G_gaussian_active_component,G_gaussian_single_active_component_n10000,gaussian,10000,13,groupWQS,2718,102718,3002718,,single_active_component,single_active_component,legacy13_active_component,0.7,0,,TRUE
G_gaussian_active_component_G_gaussian_single_active_component_n10000_qgcomp_2718_NA,G_gaussian_active_component,G_gaussian_single_active_component_n10000,gaussian,10000,13,qgcomp,2718,102718,4002718,,single_active_component,single_active_component,legacy13_active_component,0.7,0,,TRUE
G_gaussian_active_component_G_gaussian_single_active_component_n10000_SGL-WQS_2801_NA,G_gaussian_active_component,G_gaussian_single_active_component_n10000,gaussian,10000,13,SGL-WQS,2801,102801,1002801,,single_active_component,single_active_component,legacy13_active_component,0.7,0,,TRUE
G_gaussian_active_component_G_gaussian_single_active_component_n10000_gWQS_2801_NA,G_gaussian_active_component,G_gaussian_single_active_component_n10000,gaussian,10000,13,gWQS,2801,102801,2002801,,single_active_component,single_active_component,legacy13_active_component,0.7,0,,TRUE
G_gaussian_active_component_G_gaussian_single_active_component_n10000_groupWQS_2801_NA,G_gaussian_active_component,G_gaussian_single_active_component_n10000,gaussian,10000,13,groupWQS,2801,102801,3002801,,single_active_component,single_active_component,legacy13_active_component,0.7,0,,TRUE
G_gaussian_active_component_G_gaussian_single_active_component_n10000_qgcomp_2801_NA,G_gaussian_active_component,G_gaussian_single_active_component_n10000,gaussian,10000,13,qgcomp,2801,102801,4002801,,single_active_component,single_active_component,legacy13_active_component,0.7,0,,TRUE
G_gaussian_active_component_G_gaussian_single_active_component_n10000_SGL-WQS_3001_NA,G_gaussian_active_component,G_gaussian_single_active_component_n10000,gaussian,10000,13,SGL-WQS,3001,103001,1003001,,single_active_component,single_active_component,legacy13_active_component,0.7,0,,TRUE
G_gaussian_active_component_G_gaussian_single_active_component_n10000_gWQS_3001_NA,G_gaussian_active_component,G_gaussian_single_active_component_n10000,gaussian,10000,13,gWQS,3001,103001,2003001,,single_active_component,single_active_component,legacy13_active_component,0.7,0,,TRUE
